Memory Name,Memory Speed,Memory Modules,Memory Price/GB,Memory First Word Latency,Memory CAS Latency,Memory Rating,Memory Rating Count,Memory Price
 TEAMGROUP Elite 16 GB  ,DDR4-2666,2 x 8GB,$2.249,14.254 ns,19,4, 1,$35.99
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-5600,2 x 16GB,$2.968,11.429 ns,32,5, 1,$94.99
 G.Skill Trident Z Royal 32 GB  ,DDR4-3600,2 x 16GB,$3.312,10.556 ns,19,5, 14,$105.99
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-6400,2 x 16GB,$3.125,12.5 ns,40,5, 2,$99.99
 Samsung M378A2K43CB1-CTD 16 GB  ,DDR4-2666,1 x 16GB,$1.875,14.254 ns,19,0, 0,$30.00
 TEAMGROUP T-Create Expert 32 GB  ,DDR5-6400,2 x 16GB,$3.125,10 ns,32,0, 0,$99.99
 Crucial Ballistix 16 GB  ,DDR4-3200,2 x 8GB,$5.647,10 ns,16,5, 75,$90.36
 Crucial Pro 64 GB  ,DDR5-5600,2 x 32GB,$2.812,16.429 ns,46,5, 1,$179.99
 Corsair Vengeance 32 GB  ,DDR5-5600,2 x 16GB,$3.125,14.286 ns,40,0, 0,$99.99
 Silicon Power SP016GBLFU320B22 16 GB  ,DDR4-3200,2 x 8GB,$2.124,13.75 ns,22,5, 3,$33.99
 Patriot Viper Steel 16 GB  ,DDR4-3200,2 x 8GB,$2.874,10 ns,16,5, 19,$45.99
 Kingston FURY Beast RGB 16 GB  ,DDR5-5200,2 x 8GB,$5.249,15.385 ns,40,4, 1,$83.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-8000,2 x 16GB,$7.500,9.5 ns,38,5, 1,$239.99
 G.Skill Aegis 16 GB  ,DDR4-3000,2 x 8GB,$2.374,10.667 ns,16,5, 75,$37.99
 Corsair Vengeance LPX 32 GB  ,DDR4-3600,4 x 8GB,$2.906,10 ns,18,5, 9,$92.99
 Kingston FURY Beast RGB 16 GB  ,DDR5-5600,2 x 8GB,$5.374,14.286 ns,40,5, 2,$85.99
 Corsair Vengeance 64 GB  ,DDR5-6600,4 x 16GB,$4.375,9.697 ns,32,0, 0,$279.99
 Corsair Vengeance RGB Pro 64 GB  ,DDR4-3200,2 x 32GB,$2.344,10 ns,16,5, 2,$149.99
 Corsair Vengeance LPX 32 GB  ,DDR4-3600,2 x 16GB,$2.968,8.889 ns,16,5, 11,$94.99
 Corsair Vengeance RGB 32 GB  ,DDR5-6000,2 x 16GB,$3.593,12 ns,36,0, 0,$114.99
 Patriot Viper Venom 32 GB  ,DDR5-6000,2 x 16GB,$3.406,12 ns,36,5, 1,$108.99
 Corsair Vengeance 16 GB  ,DDR5-5200,1 x 16GB,$4.061,15.385 ns,40,0, 0,$64.98
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-5600,2 x 16GB,$2.968,11.429 ns,32,4, 6,$94.99
 Crucial Pro 96 GB  ,DDR5-5600,2 x 48GB,$2.406,16.429 ns,46,0, 0,$230.93
 TEAMGROUP T-Force Delta RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.015,12.667 ns,38,3, 1,$192.99
 Patriot Viper Venom 32 GB  ,DDR5-7000,2 x 16GB,$3.906,9.143 ns,32,0, 0,$124.99
 Corsair Vengeance 96 GB  ,DDR5-6000,2 x 48GB,$3.573,10 ns,30,0, 0,$342.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-5600,2 x 16GB,$3.656,10 ns,28,5, 1,$116.99
 TEAMGROUP Elite Plus 16 GB  ,DDR5-4800,2 x 8GB,$3.187,16.667 ns,40,4, 1,$50.99
 Gigabyte AORUS RGB 32 GB  ,DDR5-6000,2 x 16GB,$4.156,13.333 ns,40,0, 0,$132.99
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-5600,4 x 16GB,$4.531,12.857 ns,36,5, 1,$289.99
 Corsair Vengeance RGB 32 GB  ,DDR5-6400,2 x 16GB,$3.906,11.25 ns,36,0, 0,$124.99
 Corsair Vengeance 64 GB  ,DDR5-6000,4 x 16GB,$4.062,12 ns,36,0, 0,$259.99
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-3600,2 x 8GB,$4.061,10 ns,18,5, 31,$64.98
 G.Skill Ripjaws V 64 GB  ,DDR4-3600,2 x 32GB,$2.031,10 ns,18,5, 11,$129.99
 Patriot Viper Xtreme 5 32 GB  ,DDR5-8200,2 x 16GB,$5.468,9.268 ns,38,0, 0,$174.99
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-3200,4 x 8GB,$3.906,10 ns,16,5, 30,$124.99
 Lexar THOR 32 GB  ,DDR4-3200,2 x 16GB,$2.723,10 ns,16,0, 0,$87.14
 Corsair Vengeance RGB 32 GB  ,DDR5-6400,2 x 16GB,$3.593,11.25 ns,36,5, 1,$114.99
 Corsair Vengeance RGB Pro 64 GB  ,DDR4-3600,4 x 16GB,$2.969,10 ns,18,5, 3,$189.99
 Corsair Dominator Titanium 96 GB  ,DDR5-6000,4 x 24GB,$4.687,10 ns,30,0, 0,$449.99
 Kingston FURY 128 GB  ,DDR5-5200,4 x 32GB,$4.339,15.385 ns,40,0, 0,$555.38
 Samsung M378B5173DB0-CK0 4 GB  ,DDR3-1600,1 x 4GB,$3.208,13.75 ns,11,4, 4,$12.83
 G.Skill Trident Z Neo 16 GB  ,DDR4-3600,2 x 8GB,$4.186,8.889 ns,16,5, 96,$66.98
 Timetec PINNACLE Konduit 32 GB  ,DDR4-3600,2 x 16GB,,10 ns,18,5, 1,
 Corsair Vengeance 96 GB  ,DDR5-5200,2 x 48GB,$2.812,14.615 ns,38,5, 1,$269.99
 Silicon Power XPOWER Zenith Gaming 32 GB  ,DDR5-6000,2 x 16GB,$3.156,10 ns,30,0, 0,$100.99
 Crucial CT4G4DFS8266 4 GB  ,DDR4-2666,1 x 4GB,$3.998,14.254 ns,19,0, 0,$15.99
 Corsair Vengeance RGB 32 GB  ,DDR5-6200,2 x 16GB,$4.250,11.613 ns,36,5, 1,$135.99
 Corsair Vengeance RGB 96 GB  ,DDR5-6000,2 x 48GB,$3.646,10 ns,30,0, 0,$349.99
 TEAMGROUP T-Force Vulcan 32 GB  ,DDR5-5600,2 x 16GB,$2.906,12.857 ns,36,5, 1,$92.99
 Corsair Vengeance 64 GB  ,DDR5-6600,2 x 32GB,$3.797,9.697 ns,32,0, 0,$242.99
 G.Skill Trident Z5 Neo RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.484,10 ns,30,0, 0,$222.99
 Corsair Vengeance RGB RT 32 GB  ,DDR4-4600,2 x 16GB,$4.375,7.826 ns,18,0, 0,$139.99
 TEAMGROUP Elite 16 GB  ,DDR5-4800,1 x 16GB,$2.562,16.667 ns,40,0, 0,$40.99
 TEAMGROUP T-Create Expert 32 GB  ,DDR5-7200,2 x 16GB,$4.062,9.444 ns,34,0, 0,$129.99
 TEAMGROUP Elite 32 GB  ,DDR5-5600,2 x 16GB,$2.531,16.429 ns,46,0, 0,$80.98
 TEAMGROUP T-Force Vulcan 64 GB  ,DDR5-5200,2 x 32GB,$2.344,15.385 ns,40,5, 1,$149.99
 Corsair Vengeance LPX 32 GB  ,DDR4-2133,2 x 16GB,$2.187,12.189 ns,13,5, 10,$69.99
 Patriot Signature Line 4 GB  ,DDR4-2400,1 x 4GB,$2.998,13.333 ns,16,0, 0,$11.99
 Timetec PINNACLE Konduit 16 GB  ,DDR4-3200,2 x 8GB,$2.437,10 ns,16,0, 0,$38.99
 Corsair Dominator Titanium 48 GB  ,DDR5-7200,2 x 24GB,$5.208,10 ns,36,0, 0,$249.99
 Kingston FURY Beast RGB 32 GB  ,DDR4-3200,2 x 16GB,$3.300,10 ns,16,5, 5,$105.60
 G.Skill Ripjaws V 16 GB  ,DDR4-3200,1 x 16GB,$2.374,10 ns,16,5, 19,$37.99
 Corsair Dominator Titanium 64 GB  ,DDR5-6400,4 x 16GB,$5.312,10 ns,32,0, 0,$339.99
 Kingston FURY Beast 64 GB  ,DDR5-6000,2 x 32GB,$3.531,12 ns,36,0, 0,$225.98
 TEAMGROUP T-Create Expert 64 GB  ,DDR5-6000,2 x 32GB,$2.734,11.333 ns,34,5, 1,$174.99
 G.Skill Trident Z RGB 96 GB  ,DDR5-6400,2 x 48GB,$3.542,10 ns,32,0, 0,$339.99
 G.Skill Trident Z RGB 32 GB  ,DDR4-3200,4 x 8GB,$3.531,10 ns,16,5, 53,$112.99
 Corsair Vengeance LPX 64 GB  ,DDR4-3600,4 x 16GB,$2.600,10 ns,18,0, 0,$166.43
 Corsair Vengeance LPX 16 GB  ,DDR4-2666,2 x 8GB,$2.874,12.003 ns,16,5, 25,$45.99
 G.Skill Trident Z RGB 32 GB  ,DDR4-4000,2 x 16GB,$2.656,9 ns,18,5, 3,$84.99
 Crucial CT64G4YFQ426S 64 GB  ,DDR4-2666,1 x 64GB,$10.155,14.254 ns,19,0, 0,$649.95
 G.Skill Trident Z5 RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.359,10 ns,30,5, 3,$214.99
 TEAMGROUP T-Force Vulcan Z 16 GB  ,DDR4-3200,2 x 8GB,$2.249,10 ns,16,5, 9,$35.99
 TEAMGROUP T-Force Delta RGB 16 GB  ,DDR4-3200,2 x 8GB,$3.124,10 ns,16,5, 55,$49.99
 TEAMGROUP T-Force Vulcan 32 GB  ,DDR5-5600,2 x 16GB,$3.093,11.429 ns,32,5, 1,$98.99
 Corsair Vengeance LED 64 GB  ,DDR4-3000,4 x 16GB,,10 ns,15,5, 2,
 Corsair Dominator Titanium 64 GB  ,DDR5-6000,2 x 32GB,$4.375,10 ns,30,5, 1,$279.99
 Samsung Green 8 GB  ,DDR4-2133,1 x 8GB,$2.116,14.065 ns,15,0, 0,$16.93
 TEAMGROUP Elite 8 GB  ,DDR4-2666,1 x 8GB,$2.498,14.254 ns,19,5, 1,$19.98
 Corsair Vengeance LPX 128 GB  ,DDR4-3200,4 x 32GB,$2.070,10 ns,16,4, 2,$264.99
 Corsair Dominator Titanium 48 GB  ,DDR5-7200,2 x 24GB,$5.208,10 ns,36,0, 0,$249.99
 G.Skill Ripjaws S5 96 GB  ,DDR5-6800,2 x 48GB,$4.062,10 ns,34,0, 0,$389.99
 Corsair Vengeance RGB Pro SL 32 GB  ,DDR4-3600,2 x 16GB,$2.593,10 ns,18,5, 10,$82.99
 Corsair Vengeance 96 GB  ,DDR5-5600,2 x 48GB,$2.917,14.286 ns,40,5, 1,$279.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-6000,2 x 16GB,$5.156,10 ns,30,5, 2,$164.99
 Corsair Vengeance RGB RT 32 GB  ,DDR4-3600,2 x 16GB,$3.125,8.889 ns,16,5, 17,$99.99
 Kingston FURY Beast 32 GB  ,DDR4-3600,2 x 16GB,$2.812,10 ns,18,5, 4,$89.99
 ADATA XPG Lancer Blade 32 GB  ,DDR5-6000,2 x 16GB,$3.355,10 ns,30,0, 0,$107.35
 Corsair Vengeance LPX 16 GB  ,DDR4-2400,2 x 8GB,$2.624,13.333 ns,16,5, 70,$41.99
 Corsair Vengeance 32 GB  ,DDR5-5600,2 x 16GB,$3.625,12.857 ns,36,5, 2,$115.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-7600,2 x 16GB,$6.718,9.474 ns,36,0, 0,$214.99
 Kingston FURY Beast 128 GB  ,DDR5-5600,4 x 32GB,$3.485,14.286 ns,40,0, 0,$446.02
 Kingston KVR1333D3N9HK2/8G 8 GB  ,DDR3-1333,2 x 4GB,$6.249,13.503 ns,9,5, 2,$49.99
 Corsair Vengeance RGB 64 GB  ,DDR5-6600,2 x 32GB,$3.797,9.697 ns,32,0, 0,$242.99
 Patriot Viper 4 Blackout 64 GB  ,DDR4-3600,2 x 32GB,$1.844,10 ns,18,5, 3,$117.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-6400,2 x 16GB,$3.625,10 ns,32,5, 1,$115.99
 Corsair Vengeance RGB Pro 64 GB  ,DDR4-3600,2 x 32GB,$2.234,10 ns,18,4, 3,$142.99
 Kingston FURY Beast 16 GB  ,DDR4-3200,1 x 16GB,$2.803,10 ns,16,5, 1,$44.85
 Kingston FURY 32 GB  ,DDR5-6000,2 x 16GB,$4.172,13.333 ns,40,5, 2,$133.49
 G.Skill Flare X5 64 GB  ,DDR5-5600,2 x 32GB,$2.734,12.857 ns,36,5, 2,$174.99
 Kingston FURY Renegade 32 GB  ,DDR4-3600,2 x 16GB,$4.440,8.889 ns,16,5, 14,$142.08
 Patriot Viper 3 16 GB  ,DDR3-1866,2 x 8GB,$1.874,10.718 ns,10,5, 10,$29.99
 Corsair Vengeance RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.448,13.333 ns,40,5, 5,$220.70
 G.Skill Ripjaws V 8 GB  ,DDR4-2400,1 x 8GB,$8.748,12.5 ns,15,5, 10,$69.98
 Corsair Vengeance LPX 32 GB  ,DDR4-3200,4 x 8GB,$2.812,10 ns,16,5, 8,$89.99
 Lexar Ares RGB 32 GB  ,DDR5-6400,2 x 16GB,,10 ns,32,0, 0,
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-6400,2 x 16GB,$3.437,10 ns,32,0, 0,$109.99
 G.Skill Ripjaws V 64 GB  ,DDR4-3200,4 x 16GB,$2.109,10 ns,16,5, 4,$134.99
 Corsair Dominator Titanium 64 GB  ,DDR5-6000,2 x 32GB,$4.375,10 ns,30,0, 0,$279.99
 Klevv BOLT V 32 GB  ,DDR5-6000,2 x 16GB,$3.125,10 ns,30,0, 0,$99.99
 Patriot Viper 4 Blackout 8 GB  ,DDR4-3000,2 x 4GB,$3.124,10.667 ns,16,5, 8,$24.99
 Patriot Viper Venom 16 GB  ,DDR5-5600,2 x 8GB,$4.374,14.286 ns,40,0, 0,$69.99
 Corsair Vengeance 32 GB  ,DDR5-5600,2 x 16GB,$3.281,14.286 ns,40,0, 0,$104.99
 Corsair Vengeance LPX 16 GB  ,DDR4-2666,2 x 8GB,$2.624,12.003 ns,16,5, 47,$41.99
 G.Skill Ripjaws S5 64 GB  ,DDR5-6800,2 x 32GB,$3.750,10 ns,34,0, 0,$239.99
 Corsair Vengeance RGB Pro 64 GB  ,DDR4-3200,4 x 16GB,,10 ns,16,5, 7,
 Patriot Viper Steel 32 GB  ,DDR4-3200,2 x 16GB,$2.093,10 ns,16,5, 9,$66.99
 Corsair Dominator Titanium 32 GB  ,DDR5-7000,2 x 16GB,$6.093,9.714 ns,34,0, 0,$194.99
 Patriot Viper Venom 32 GB  ,DDR5-6400,2 x 16GB,$3.531,10 ns,32,5, 1,$112.99
 Corsair Vengeance RGB 32 GB  ,DDR5-6200,2 x 16GB,$4.250,11.613 ns,36,5, 2,$135.99
 G.Skill Trident Z5 RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.359,10 ns,30,5, 1,$214.99
 Lexar THOR 16 GB  ,DDR4-3200,2 x 8GB,$3.086,10 ns,16,0, 0,$49.37
 Corsair Vengeance RGB RS 16 GB  ,DDR4-3200,2 x 8GB,$3.749,10 ns,16,5, 7,$59.99
 Crucial CT16G4DFRA32A 16 GB  ,DDR4-3200,1 x 16GB,$1.999,13.75 ns,22,3, 1,$31.99
 Kingston FURY Beast 16 GB  ,DDR5-5200,1 x 16GB,$3.249,15.385 ns,40,4, 1,$51.99
 Kingston HyperX Fury 32 GB  ,DDR4-3200,2 x 16GB,,10 ns,16,5, 7,
 TEAMGROUP T-Create Classic 16 GB  ,DDR4-3200,2 x 8GB,$2.312,13.75 ns,22,4, 4,$36.99
 Patriot Signature Line 8 GB  ,DDR4-3200,1 x 8GB,$2.373,13.75 ns,22,0, 0,$18.98
 Silicon Power XPOWER Zenith RGB Gaming 32 GB  ,DDR5-6000,2 x 16GB,$3.125,10 ns,30,0, 0,$99.99
 Corsair Vengeance RGB Pro SL 16 GB  ,DDR4-3200,2 x 8GB,$3.437,10 ns,16,5, 8,$54.99
 Silicon Power XPOWER Zenith Gaming 32 GB  ,DDR4-3200,2 x 16GB,$1.874,10 ns,16,5, 1,$59.97
 Kingston FURY Beast 32 GB  ,DDR5-5200,2 x 16GB,$3.666,15.385 ns,40,5, 3,$117.30
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-5600,2 x 32GB,$3.562,14.286 ns,40,0, 0,$227.99
 Silicon Power XPOWER Zenith RGB Gaming 32 GB  ,DDR5-6000,2 x 16GB,$3.531,10 ns,30,0, 0,$112.99
 Corsair Vengeance RGB RS 32 GB  ,DDR4-3200,2 x 16GB,$2.812,10 ns,16,4, 4,$89.99
 ADATA XPG GAMMIX D20 16 GB  ,DDR4-3200,2 x 8GB,$4.452,10 ns,16,5, 3,$71.23
 Corsair Vengeance LPX 16 GB  ,DDR4-3000,1 x 16GB,$2.499,10.667 ns,16,5, 6,$39.99
 Corsair Vengeance 32 GB  ,DDR5-6400,2 x 16GB,$3.656,11.25 ns,36,0, 0,$116.99
 Crucial Classic 8 GB  ,DDR5-5600,1 x 8GB,$3.374,16.429 ns,46,0, 0,$26.99
 G.Skill Trident Z RGB 256 GB  ,DDR4-3600,8 x 32GB,$3.528,8.889 ns,16,0, 0,$903.26
 G.Skill Trident Z5 Neo RGB 32 GB  ,DDR5-6400,2 x 16GB,$3.750,10 ns,32,0, 0,$119.99
 TEAMGROUP T-Force Vulcan 16 GB  ,DDR5-5200,2 x 8GB,,15.385 ns,40,0, 0,
 Kingston FURY Beast RGB 16 GB  ,DDR4-3600,2 x 8GB,$3.438,9.444 ns,17,5, 2,$55.00
 Kingston FURY Beast 16 GB  ,DDR5-5200,2 x 8GB,$4.812,13.846 ns,36,0, 0,$76.99
 G.Skill Trident Z5 Neo RGB 32 GB  ,DDR5-6400,2 x 16GB,$3.750,10 ns,32,0, 0,$119.99
 G.Skill Trident Z5 RGB 96 GB  ,DDR5-6400,2 x 48GB,$3.542,10 ns,32,0, 0,$339.99
 Patriot Viper Elite 5 RGB 32 GB  ,DDR5-6200,2 x 16GB,$3.375,13.548 ns,42,0, 0,$107.99
 Kingston FURY Beast RGB 32 GB  ,DDR5-5600,2 x 16GB,$4.130,12.857 ns,36,5, 6,$132.15
 Corsair Vengeance RGB 32 GB  ,DDR5-6000,2 x 16GB,$4.000,12 ns,36,5, 7,$127.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-6000,2 x 16GB,$3.906,10 ns,30,0, 0,$124.99
 Corsair Dominator Titanium 32 GB  ,DDR5-7200,2 x 16GB,$6.250,9.444 ns,34,0, 0,$199.99
 Klevv BOLT X 16 GB  ,DDR4-3600,2 x 8GB,$2.437,10 ns,18,5, 2,$38.99
 PNY XLR8 16 GB  ,DDR4-3200,2 x 8GB,$2.437,10 ns,16,5, 13,$38.99
 Mushkin Silverline 2 GB  ,DDR2-800,1 x 2GB,$7.975,12.5 ns,5,0, 0,$15.95
 G.Skill Ripjaws S5 48 GB  ,DDR5-6400,2 x 24GB,$3.541,10 ns,32,0, 0,$169.99
 G.Skill Trident Z5 RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.203,12 ns,36,0, 0,$204.99
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR4-3200,2 x 16GB,$2.343,10 ns,16,5, 2,$74.98
 Corsair Vengeance RGB 64 GB  ,DDR5-6600,4 x 16GB,$4.844,9.697 ns,32,0, 0,$309.99
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-3600,2 x 16GB,$2.562,10 ns,18,5, 16,$81.99
 TEAMGROUP T-Force Delta RGB 48 GB  ,DDR5-8200,2 x 24GB,$5.242,9.268 ns,38,0, 0,$251.62
 Patriot Viper Elite II 16 GB  ,DDR4-4000,2 x 8GB,$2.687,10 ns,20,5, 1,$42.99
 Kingston Fury Renegade RGB 32 GB  ,DDR5-6400,2 x 16GB,$4.843,10 ns,32,5, 1,$154.99
 Crucial CT2K8G4DFRA32A 16 GB  ,DDR4-3200,2 x 8GB,$2.499,13.75 ns,22,5, 1,$39.99
 OLOy MD4U083216BJDA 16 GB  ,DDR4-3200,2 x 8GB,$2.624,10 ns,16,5, 7,$41.99
 G.Skill Trident Z RGB 32 GB  ,DDR4-4400,2 x 16GB,$3.125,8.636 ns,19,5, 3,$99.99
 TEAMGROUP T-Create Expert 48 GB  ,DDR5-7200,2 x 24GB,$4.166,9.444 ns,34,0, 0,$199.99
 Kingston FURY Beast 16 GB  ,DDR5-5600,2 x 8GB,$4.866,14.286 ns,40,0, 0,$77.86
 TEAMGROUP T-Force Vulcan 64 GB  ,DDR5-6000,2 x 32GB,$2.812,12.667 ns,38,5, 1,$179.99
 Corsair Vengeance RGB 96 GB  ,DDR5-6600,2 x 48GB,$3.750,9.697 ns,32,0, 0,$359.99
 Corsair Vengeance LPX 32 GB  ,DDR4-2666,2 x 16GB,$2.312,12.003 ns,16,5, 14,$73.98
 Corsair Vengeance RGB 32 GB  ,DDR5-6400,2 x 16GB,$4.531,10 ns,32,5, 1,$144.99
 TEAMGROUP T-Force Vulcan 32 GB  ,DDR5-5200,2 x 16GB,,15.385 ns,40,5, 4,
 TEAMGROUP Elite Plus 64 GB  ,DDR5-4800,2 x 32GB,$2.312,16.667 ns,40,0, 0,$147.99
 TEAMGROUP T-Create Classic 32 GB  ,DDR4-3200,2 x 16GB,$1.875,13.75 ns,22,4, 4,$59.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-7200,2 x 16GB,$4.156,9.444 ns,34,4, 1,$132.99
 G.Skill Aegis 8 GB  ,DDR4-3000,1 x 8GB,$2.749,10.667 ns,16,5, 28,$21.99
 G.Skill Trident Z Royal 128 GB  ,DDR4-4000,4 x 32GB,$4.567,9 ns,18,5, 1,$584.55
 G.Skill Ripjaws S5 32 GB  ,DDR5-5600,2 x 16GB,$3.375,10 ns,28,4, 1,$107.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-6800,2 x 16GB,$3.906,10 ns,34,5, 1,$124.99
 PNY XLR8 16 GB  ,DDR4-3600,2 x 8GB,$2.312,10 ns,18,0, 0,$36.99
 G.Skill Trident Z Neo 64 GB  ,DDR4-3600,4 x 16GB,$3.203,8.889 ns,16,5, 16,$204.99
 Crucial CT2K16G4DFRA32A 32 GB  ,DDR4-3200,2 x 16GB,$2.124,13.75 ns,22,5, 1,$67.98
 G.Skill Ripjaws S5 32 GB  ,DDR5-6800,2 x 16GB,$3.750,10 ns,34,5, 1,$119.99
 Kingston HyperX Fury 16 GB  ,DDR3-1866,2 x 8GB,,10.718 ns,10,5, 53,
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR4-3200,2 x 16GB,$2.343,10 ns,16,4, 2,$74.98
 Corsair Vengeance RGB Pro SL 64 GB  ,DDR4-3600,4 x 16GB,$2.812,10 ns,18,4, 2,$179.99
 Corsair Vengeance LPX 32 GB  ,DDR4-4000,2 x 16GB,$3.281,9 ns,18,5, 1,$104.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR4-3200,2 x 16GB,$3.750,10 ns,16,5, 20,$119.99
 Corsair Vengeance RGB 32 GB  ,DDR5-5600,2 x 16GB,$3.437,14.286 ns,40,0, 0,$109.99
 G.Skill Trident Z5 RGB 48 GB  ,DDR5-8200,2 x 24GB,$6.041,9.756 ns,40,0, 0,$289.99
 ADATA XPG SPECTRIX D60G 16 GB  ,DDR4-3200,2 x 8GB,,10 ns,16,5, 25,
 G.Skill Ripjaws S5 32 GB  ,DDR5-6000,2 x 16GB,$3.343,10 ns,30,5, 1,$106.99
 Kingston HyperX Fury 16 GB  ,DDR4-2666,2 x 8GB,,12.003 ns,16,4, 7,
 Kingston FURY Beast 32 GB  ,DDR5-5600,1 x 32GB,$3.620,14.286 ns,40,5, 1,$115.85
 Kingston Server Premier 32 GB  ,DDR4-3200,1 x 32GB,$2.547,13.75 ns,22,0, 0,$81.50
 TEAMGROUP T-Force Vulcan alpha 32 GB  ,DDR5-6000,2 x 16GB,$4.028,12.667 ns,38,0, 0,$128.91
 Mushkin Enhanced Redline Stiletto 16 GB  ,DDR4-3600,2 x 8GB,$2.687,10 ns,18,0, 0,$42.99
 Corsair Vengeance 64 GB  ,DDR5-6000,2 x 32GB,$3.594,10 ns,30,5, 1,$229.99
 Timetec 75TT133U2R8-8G 8 GB  ,DDR3-1333,1 x 8GB,$1.624,13.503 ns,9,0, 0,$12.99
 Corsair Vengeance LPX 4 GB  ,DDR4-2400,1 x 4GB,$5.168,13.333 ns,16,5, 2,$20.67
 Corsair Vengeance LPX 16 GB  ,DDR4-3600,2 x 8GB,$2.999,10 ns,18,5, 8,$47.99
 Patriot Signature Premium 16 GB  ,DDR4-2666,2 x 8GB,$2.499,14.254 ns,19,4, 3,$39.99
 Corsair Vengeance LPX 8 GB  ,DDR4-2666,2 x 4GB,$4.374,12.003 ns,16,5, 12,$34.99
 TEAMGROUP T-Force Zeus 32 GB  ,DDR4-3200,2 x 16GB,$1.875,10 ns,16,0, 0,$59.99
 Corsair Vengeance RGB 64 GB  ,DDR5-5600,4 x 16GB,$3.906,12.857 ns,36,0, 0,$249.99
 TEAMGROUP T-Create Expert 64 GB  ,DDR5-6400,2 x 32GB,$3.047,10.625 ns,34,0, 0,$194.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-5600,2 x 16GB,$4.687,12.857 ns,36,5, 6,$149.99
 Corsair Vengeance 32 GB  ,DDR5-5600,2 x 16GB,$3.375,14.286 ns,40,4, 1,$107.99
 G.Skill Ripjaws S5 32 GB  ,DDR5-6000,2 x 16GB,$3.531,10.667 ns,32,5, 6,$112.99
 Corsair Vengeance 64 GB  ,DDR5-4800,2 x 32GB,$2.656,16.667 ns,40,0, 0,$169.99
 Corsair Vengeance LPX 128 GB  ,DDR4-3600,4 x 32GB,$2.094,10 ns,18,4, 1,$267.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-5200,2 x 16GB,$4.375,15.385 ns,40,5, 3,$139.99
 G.Skill Ripjaws V 64 GB  ,DDR4-4400,2 x 32GB,$3.281,8.636 ns,19,0, 0,$209.99
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-3200,2 x 16GB,$3.499,10 ns,16,5, 104,$111.96
 Corsair Vengeance RGB 32 GB  ,DDR5-6000,2 x 16GB,$4.218,13.333 ns,40,5, 2,$134.99
 Crucial CT2K32G48C40U5 64 GB  ,DDR5-4800,2 x 32GB,$2.749,16.667 ns,40,5, 1,$175.95
 G.Skill Ripjaws X 8 GB  ,DDR3-1600,2 x 4GB,$4.255,11.25 ns,9,5, 253,$34.04
 G.Skill Ripjaws 4 8 GB  ,DDR4-2400,1 x 8GB,,12.5 ns,15,0, 0,
 Kingston FURY Beast 16 GB  ,DDR5-4800,2 x 8GB,$4.374,15.833 ns,38,0, 0,$69.99
 Crucial Ballistix 16 GB  ,DDR4-3600,2 x 8GB,,8.889 ns,16,5, 84,
 Corsair Dominator Titanium 64 GB  ,DDR5-6000,4 x 16GB,$5.156,12 ns,36,0, 0,$329.99
 G.Skill Ripjaws S5 64 GB  ,DDR5-6000,2 x 32GB,$2.890,12 ns,36,0, 0,$184.99
 Corsair Vengeance 96 GB  ,DDR5-6600,2 x 48GB,$3.854,9.697 ns,32,0, 0,$369.99
 Corsair Dominator Titanium 32 GB  ,DDR5-6600,2 x 16GB,$5.781,9.697 ns,32,0, 0,$184.99
 TEAMGROUP Elite 16 GB  ,DDR5-5600,1 x 16GB,$2.687,16.429 ns,46,0, 0,$42.99
 G.Skill Aegis 32 GB  ,DDR4-3000,2 x 16GB,$1.937,10.667 ns,16,5, 6,$61.99
 TEAMGROUP T-Force Vulcan 64 GB  ,DDR5-6000,2 x 32GB,$2.812,12.667 ns,38,0, 0,$179.99
